,city,category,amount
74632,Kannapolis,Psychiatrists,1
74633,Fort Mill, Smog Check Stations,1
74634,North Las Vegas,Pharmacy,1
74635,Goodyear, Dog Walkers,1
74636,Laveen, Golf,1
74637,Brampton,South African,1
74638,Mayfield Heights, Skin Care,1
74639,Warrensville Heights,Guns & Ammo,1
74640,Euclid,Orthodontists,1
74641,Waxhaw, Tex-Mex,1
74642,Cuyahoga Falls,Comedy Clubs,1
74643,Phoniex, Registration Services,1
74644,Phoenix AZ,Professional Services,1
74645,New Kensington,Bars,1
74646,El Mirage,Fruits & Veggies,1
74647,Shaker Hts, Auto Repair,1
74648,Brecksville, Permanent Makeup,1
74649,Akron, Carpet Cleaning,1
74650,Waxhaw,Laundromat,1
74651,Concord,Shopping Centers,1
74652,Akron, Eyewear & Opticians,1
74653,Scottsdale,Piano Stores,1
74654,Dane,Pool Halls,1
74655,Mesa,Mortuary Services,1
74656,Munhall, Grocery,1
74657,North Huntingdon, Apartments,1
74658,Deerfield, Attraction Farms,1
74659,Pointe-Aux-Trembles, Event Planning & Services,1
74660,Aurora, Mags,1
74661,Boucherville, Fashion,1
74662,Cornelius, Alternative Medicine,1
74663,Gastonia,Race Tracks,1
74664,Cornelius, Guns & Ammo,1
74665,Huntersville, Lawyers,1
74666,Huntersville,Fondue,1
74667,Ajax, Fruits & Veggies,1
74668,Brunswick,Used Car Dealers,1
74669,Charlemagne, Hotels,1
74670,Gilbert, Jet Skis,1
74671,Avon, Machine & Tool Rental,1
74672,Bradford,Pizza,1
74673,Cornelius, Karaoke,1
74674,Sainte-Anne-de-Bellevue,Museums,1
74675,Pittsburgh, Art Restoration,1
74676,Clairton, Nightlife,1
74677,Pineville, Dominican,1
74678,Windsor, Oil Change Stations,1
74679,Glenshaw, Orthodontists,1
74680,Belmont, Cosmetic Dentists,1
74681,Beachwood,Surgeons,1
74682,Clover, Donuts,1
74683,Scottsdale,Immigration Law,1
74684,Saint-Leonard,Coffee & Tea,1
74685,Somerton,Mexican,1
74686,Waxhaw,Trainers,1
74687,Arnold,Automotive,1
74688,Turtle Creek, Convenience Stores,1
74689,Fitchburg,Breweries,1
74690,Sun Prairie, Art Galleries,1
74691,Litchfield Park, Pubs,1
74692,Upper St Clair, Cupcakes,1
74693,Sheffield Lake, Local Services,1
74694,"Mesa, AZ", Diagnostic Imaging,1
74695,Scottsdale, Tasting Classes,1
74696,Toronto, Food Banks,1
74697,Gibsonia, Gyms,1
74698,Concord Township, Child Care & Day Care,1
74699,Tarentum, Eyelash Service,1
74700,Carefree, Cosmetic Dentists,1
74701,Toronto,Criminal Defense Law,1
74702,Peoria, Mountain Biking,1
74703,North Las Vegas, Private Investigation,1
74704,Cuyahoga Falls, Periodontists,1
74705,Chandler, Opera & Ballet,1
74706,Matthews, Cannabis Dispensaries,1
74707,Malton, Food,1
74708,Anjou,Shipping Centers,1
74709,Kent, Spiritual Shop,1
74710,Cleveland,Paddleboarding,1
74711,Richmond Hill, Fruits & Veggies,1
74712,Macedonia, Outlet Stores,1
74713,Stoughton,Waffles,1
74714,N. Las Vegas, Shopping,1
74715,Bethel Park, Eyelash Service,1
74716,Medina, Real Estate Services,1
74717,Milton, Desserts,1
74718,Terrebonne, Diners,1
74719,Cecil, Diners,1
74720,Toronto,Themed Cafes,1
74721,Beachwood,Sugaring,1
74722,Richfield,Caterers,1
74723,Painesville, Professional Services,1
74724,Streetsboro, Pet Sitting,1
74725,Lake Wylie, Skin Care,1
74726,Newmarket, Pet Groomers,1
74727,Brecksville,Comfort Food,1
74728,Rantoul, Nurseries & Gardening,1
74729,Rantoul, Farming Equipment,1
74730,Upper St Clair, Nurseries & Gardening,1
74731,Mont-Saint-Grégoire, Grocery,1
74732,McMurray, Lounges,1
74733,Chandler,Dental Hygienists,1
74734,McMurray, Bed & Breakfast,1
74735,West View, Education,1
74736,Lake Wylie,Skin Care,1
74737,Leetsdale, Asian Fusion,1
74738,Surprise, Colleges & Universities,1
74739,Cottage Grove, Auto Parts & Supplies,1
74740,Charlotte,Adult Education,1
74741,Denver, Laundry Services,1
74742,Amherst, Cheesesteaks,1
74743,Arnold, Battery Stores,1
74744,Barberton,Bed & Breakfast,1
74745,Willoughby,Wraps,1
74746,Saint-Laurent, Trainers,1
74747,Glendale,Gastropubs,1
74748,El Mirage, Interval Training Gyms,1
74749,East York, Specialty Schools,1
74750,Tolleson, Sewing & Alterations,1
74751,Ajax, Lounges,1
74752,Canonsburg, Notaries,1
74753,Madison, Hot Pot,1
74754,Scottsdale, Brasseries,1
74755,Indian Trail, Sewing & Alterations,1
74756,Chardon,Imported Food,1
74757,Bethel Park,Women's Clothing,1
74758,Mesa, Aquariums,1
74759,Painesville,Urgent Care,1
74760,Export, Food,1
74761,Peoria,Community Centers,1
74762,Pointe-Claire,Home & Garden,1
74763,Clover, Tires,1
74764,Mesa, Animal Physical Therapy,1
74765,Lakewood,Used,1
74766,Lakewood, Telecommunications,1
74767,Whitby, Mongolian,1
74768,Richmond Hill,Pakistani,1
74769,Lachine, Portuguese,1
74770,Richmond Hill, Diving,1
74771,Verona, Property Management,1
74772,Canonsburg,Fashion,1
74773,Phoenix,Seafood Markets,1
74774,North Ridgeville, Fitness & Instruction,1
74775,Newmarket,Skin Care,1
74776,Halton Hills,Italian,1
74777,Pickering, Emergency Pet Hospital,1
74778,Chandler, Holiday Decorations,1
74779,Indian land,Restaurants,1
74780,Berea, Elementary Schools,1
74781,Peninsula, Event Planning & Services,1
74782,Sun City West,Flooring,1
74783,Tolleson, Karate,1
74784,Allison Park, Child Care & Day Care,1
74785,North York, Kids Activities,1
74786,Rantoul,Pets,1
74787,Guadalupe, Home Decor,1
74788,Mesa, Chimney Sweeps,1
74789,North york, Appliances & Repair,1
74790,Brooklyn,Cocktail Bars,1
74791,Urbana, Car Buyers,1
74792,Sainte-Geneviève,Contractors,1
74793,Mckeesport,Shipping Centers,1
74794,Vaudreuil-Dorion,Makeup Artists,1
74795,Queen West, Arts & Entertainment,1
74796,Fort Mill, Cabinetry,1
74797,Aurora,Skin Care,1
74798,Clark, Horseback Riding,1
74799,Matthews, Soul Food,1
74800,Las Vegas Nv, Hair Stylists,1
74801,Markham, Shaved Snow,1
74802,Olmsted Falls, Heating & Air Conditioning/HVAC,1
74803,Terrebonne, Local Services,1
74804,Sheffield Village, Guns & Ammo,1
74805,Dollard-des-Ormeaux, Ice Cream & Frozen Yogurt,1
74806,Concord, Septic Services,1
74807,Gastonia, Acupuncture,1
74808,RŽpentigny, Breakfast & Brunch,1
74809,Cleveland Heights,Seafood,1
74810,King City, Shopping,1
74811,Norton, Plumbing,1
74812,Saint-Jerome, Department Stores,1
74813,Fairlawn,Hot Dogs,1
74814,North Las Vegas, Web Design,1
74815,Matthews, Paint Stores,1
74816,Monroe, Furniture Repair,1
74817,Maple Heights,Fruits & Veggies,1
74818,West Mifflin,Bike Rentals,1
74819,Shadyside, Periodontists,1
74820,Cleveland Heights, Venues & Event Spaces,1
74821,Ahwatukee, Grocery,1
74822,Shaker Heights,Stadiums & Arenas,1
74823,Richmond Hts, Chicken Wings,1
74824,Middleburg Heights, Tacos,1
74825,Lyndhurst, Guitar Stores,1
74826,Concord,Hospitals,1
74827,Wadsworth,Flowers & Gifts,1
74828,Markham,Art Schools,1
74829,Medina, Pilates,1
74830,Brooklin, American (Traditional),1
74831,Pickering,Car Stereo Installation,1
74832,Cornelius,Caterers,1
74833,Peninsula, Visitor Centers,1
74834,Amherst,Home & Rental Insurance,1
74835,Pineville, Furniture Rental,1
74836,Allison Park, Kids Activities,1
74837,Pleasant Hills, Pet Groomers,1
74838,Brentwood,Coffee & Tea,1
74839,Hiram, Butcher,1
74840,Peoria,Permanent Makeup,1
74841,Concord, Floral Designers,1
74842,Mckees Rocks, Car Dealers,1
74843,Pittsburgh, Persian/Iranian,1
74844,Matthews, Waterproofing,1
74845,Aurora, Pakistani,1
74846,Champlain, Pizza,1
74847,Macedonia,Barbeque,1
74848,S Concord, Driving Schools,1
74849,Concord, Country Clubs,1
74850,Otterburn Park, Patisserie/Cake Shop,1
74851,Pointe-Claire, Acai Bowls,1
74852,Olmsted Twp,Fast Food,1
74853,Pickering, Eyebrow Services,1
74854,Mississauga,Appliances,1
74855,Scotesdale, Professional Services,1
74856,Mississauga, Himalayan/Nepalese,1
74857,Rosemère, Desserts,1
74858,Amherst, Greek,1
74859,Carnegie, Financial Services,1
74860,Glendale, Shoe Shine,1
74861,Euclid,Roofing,1
74862,Mazomanie, Reiki,1
74863,Mesa, Beach Equipment Rentals,1
74864,Robinson Twp., Food,1
74865,Etobicoke,Family Practice,1
74866,Hiram, Restaurants,1
74867,Litchfield Park, Pet Groomers,1
74868,Huntersville, Synagogues,1
74869,Caledon, Pet Stores,1
74870,Buckeye, Real Estate Services,1
74871,Carefree, Internal Medicine,1
74872,Lasalle,Landscaping,1
74873,Goodyear,Veterinarians,1
74874,Cave Creek,Live/Raw Food,1
74875,Dublin, Party Supplies,1
74876,University Heights, IT Services & Computer Repair,1
74877,Bradford, Juice Bars & Smoothies,1
74878,Emsworth, Bars,1
74879,Paoli, Cafes,1
74880,Boulder City, Pet Stores,1
74881,Chagrin Falls, Asian Fusion,1
74882,Pineville,Thai,1
74883,Henderson,Tanning Beds,1
74884,Concord, Beer Gardens,1
74885,Walton Hills, American (New),1
74886,Moon Township, Computers,1
74887,Avondale,Eyelash Service,1
74888,Kannapolis, Doctors,1
74889,Henderson, Tui Na,1
74890,Estérel,Day Spas,1
74891,Litchfield Park, Commercial Truck Repair,1
74892,Lasalle, Electronics,1
74893,Markham,Fabric Stores,1
74894,Cleveland, Piano Stores,1
74895,El Mirage,Contractors,1
74896,Brookpark, Pets,1
74897,Moon Township, Podiatrists,1
74898,Mount Holly,Masonry/Concrete,1
74899,Hiram, Hotels & Travel,1
74900,Denver, Pest Control,1
74901,Mont-Royal, Carpet Cleaning,1
74902,Ross Township,Shopping,1
74903,Canonsburg,Nurseries & Gardening,1
74904,Valley View, Breakfast & Brunch,1
74905,Gastonia,Towing,1
74906,Chandler,Yelp Events,1
74907,henderson, Interior Design,1
74908,Cave Creek,Massage Therapy,1
74909,Vaughan, Osteopathic Physicians,1
74910,Newmarket, Auto Glass Services,1
74911,Independence, Grocery,1
74912,Pointe-Claire, Acupuncture,1
74913,Chagrin Falls, Criminal Defense Law,1
74914,Avondale, Speech Therapists,1
74915,Lakewood,Oral Surgeons,1
74916,Painesville,Apartments,1
74917,Kannapolis, Taxis,1
74918,Cleveland, Pet Cremation Services,1
74919,Fitchburg, Swimming Pools,1
74920,North Braddock, Restaurants,1
74921,Markham,Cards & Stationery,1
74922,Weston, Public Transportation,1
74923,Vaughan, Electronics Repair,1
74924,Woodmere, Ethnic Food,1
74925,Stallings, Child Care & Day Care,1
74926,Carefree, Real Estate Agents,1
74927,Homestead, Axe Throwing,1
74928,Youngtown, Screen Printing,1
74929,Forest Hills, Sandwiches,1
74930,University, Sporting Goods,1
74931,Bridgeville, Medical Centers,1
74932,Monticello, Animal Shelters,1
74933,Sewickley, Tours,1
74934,Monroe,Pet Boarding,1
74935,Brunswick, Tree Services,1
74936,Tempe,Personal Assistants,1
74937,Charlotte,Tickets,1
74938,North Las Vegas,Soup,1
74939,Mont-Saint-Hilaire,Delis,1
74940,Cleveland, Shanghainese,1
74941,Cheswick, Performing Arts,1
74942,Monroeville,Pakistani,1
74943,Gastonia, New Mexican Cuisine,1
74944,Lachine,Contractors,1
74945,Middleton,Health Insurance Offices,1
74946,Rock Hill, Personal Injury Law,1
74947,Lower Burrell,Food,1
74948,Independence,Laundry Services,1
74949,Boulder City,Museums,1
74950,Higley, Landscaping,1
74951,Ambridge, Dog Parks,1
74952,Guadalupe, Child Care & Day Care,1
74953,Pineville, Dance Studios,1
74954,Cornelius,Blow Dry/Out Services,1
74955,White Oak, DJs,1
74956,Lancaster, Health & Medical,1
74957,Kirkland, Heating & Air Conditioning/HVAC,1
74958,OAKVILLE, Hair Salons,1
74959,Coraopolis,Smog Check Stations,1
74960,North York,Formal Wear,1
74961,Columbia Station, Pet Training,1
74962,Mesa, Balloon Services,1
74963,Urbana, Creperies,1
74964,North Las Vegas,Health Markets,1
74965,Rocky River, Apartments,1
74966,East York, African,1
74967,Mayfield Heights, Naturopathic/Holistic,1
74968,Henderson,Do-It-Yourself Food,1
74969,Woodmere Village, Salad,1
74970,Ravenna, Grocery,1
74971,Akron, Photo Booth Rentals,1
74972,Concord,Day Camps,1
74973,Sainte-Adèle, Sandwiches,1
74974,Lachine, Lighting Fixtures & Equipment,1
74975,Hudson, Permanent Makeup,1
74976,Concord, Smog Check Stations,1
74977,Laveen,Fitness & Instruction,1
74978,Oakmont, Chinese,1
74979,Boucherville, Bakeries,1
74980,Ingomar, Tree Services,1
74981,Saint-Leonard, Home & Garden,1
74982,Whitby, Tapas/Small Plates,1
74983,Champaign,Pakistani,1
74984,Tarentum,Beauty & Spas,1
74985,Independence, Massage,1
74986,Bridgeville, Veterinarians,1
74987,Gelndale, Bars,1
74988,North Las Vegas,Mailbox Centers,1
74989,Carefree,Office Cleaning,1
74990,Goodyear,Bridal,1
74991,Willowick,Oral Surgeons,1
74992,Davidson, Personal Shopping,1
74993,Warrensville Heights, Event Planning & Services,1
74994,Elizabeth, Automotive,1
74995,Stow, Videos & Video Game Rental,1
74996,Chagrin Falls, Dance Studios,1
74997,Elizabeth, Roofing,1
74998,Holland Landing, Caterers,1
74999,Unionville, Pets,1
75000,Rock Hill, Chocolatiers & Shops,1
75001,Gilbert, Social Clubs,1
75002,Berea,Home Cleaning,1
75003,Carefree,Religious Organizations,1
75004,De Forest,Shopping,1
75005,Mount Albert,Italian,1
75006,Mantua, Septic Services,1
75007,Pittsburgh, Auction Houses,1
75008,Wexford, CPR Classes,1
75009,Carefree, Butcher,1
75010,North Ridgeville, Handyman,1
75011,Sun City, Hobby Shops,1
75012,Mont-Saint-Hilaire, Italian,1
75013,Avon, Books,1
75014,North York, Shared Office Spaces,1
75015,Chandler,Home Health Care,1
75016,Verona,Professional Services,1
75017,Akron, Reiki,1
75018,South Park, Transmission Repair,1
75019,Georgetown,Hair Salons,1
75020,Woodmere, Yoga,1
75021,Willoughby, Bubble Tea,1
75022,Indian Trail,Pet Groomers,1
75023,Broadview Heights, Gardeners,1
75024,Champaign, Malaysian,1
75025,Sun Prairie, Nail Technicians,1
75026,Turtle Creek, Food Delivery Services,1
75027,Avondale,Stadiums & Arenas,1
75028,Avon Lake, Electronics Repair,1
75029,Solon,Chicken Shop,1
75030,Westlake, Lighting Fixtures & Equipment,1
75031,North Las Vegas,Kitchen & Bath,1
75032,Downtown, Music & Video,1
75033,Pheonix AZ, Juice Bars & Smoothies,1
75034,Kent, Pet Training,1
75035,Youngtown, Estate Liquidation,1
75036,Mayfield Hts,Home & Garden,1
75037,Goodyear, Bubble Tea,1
75038,Carnegie, Electronics,1
75039,Newmarket,Wine Tours,1
75040,South Park Township, Active Life,1
75041,Brunswick, Architects,1
75042,Wexford, Formal Wear,1
75043,Gibsonia,Laser Eye Surgery/Lasik,1
75044,White Oak,Italian,1
75045,North Olmsted, Bike Rentals,1
75046,Rocky River, Tours,1
75047,Vaughan, Montessori Schools,1
75048,Moon,Active Life,1
75049,Weston,Barbers,1
75050,Longueuil,Indian,1
75051,Woodmere, Mobile Phones,1
75052,Champaign,Wholesale Stores,1
75053,Whitby,Passport & Visa Services,1
75054,Rio Verde, Day Spas,1
75055,Henderson, Climbing,1
75056,Saint-Laurent, Sports Bars,1
75057,Homestead, Bespoke Clothing,1
75058,LaSalle,Dim Sum,1
75059,Macedonia,Coffee & Tea,1
75060,Avondale, Patisserie/Cake Shop,1
75061,Garfield Heights, Security Systems,1
75062,Sun Lakes, Tree Services,1
75063,Coraopolis,Home & Garden,1
75064,Cleveland Heights, Wedding Planning,1
75065,Vaughan,Cocktail Bars,1
75066,Bridgeville, Middle Eastern,1
75067,Sheffield Lake,Convenience Stores,1
75068,East Liberty, Mexican,1
75069,York, Wholesale Stores,1
75070,Henderson, Private Jet Charter,1
75071,Wadsworth, American (Traditional),1
75072,Surprise, Town Car Service,1
75073,Bridgeview,Automotive,1
75074,Westmount,Local Services,1
75075,Cave Creek, Outdoor Gear,1
75076,Allison Park, Tanning,1
75077,Middleburg Heights,Seafood,1
75078,McCandless Township, Delis,1
75079,Painesville, Shoe Stores,1
75080,Richfield, Fruits & Veggies,1
75081,Etobicoke,Comfort Food,1
75082,Vaughan, Property Management,1
75083,Fitchburg,Nightlife,1
75084,Paradise, Food,1
75085,North Las Vegas,Used,1
75086,Medina, Reflexology,1
75087,Elyria, Pet Sitting,1
75088,Dollard-des Ormeaux, Home Decor,1
75089,Tempe,Sugaring,1
75090,Duquesne,Food,1
75091,Pointe Claire,Flowers & Gifts,1
75092,Gibsonia, Tex-Mex,1
75093,Fountain Hills,Security Systems,1
75094,Middleburg Heights, Hot Dogs,1
75095,Glenshaw, Gluten-Free,1
75096,Surprise,Masonry/Concrete,1
75097,Outremont, Gluten-Free,1
75098,Chandler, Prosthodontists,1
75099,Indian Land,Home & Garden,1
75100,Pickering,Salad,1
75101,Middleton,Paddleboarding,1
75102,Cornelius,Post Offices,1
75103,Cuyahoga Heights,Bars,1
75104,Coraopolis,Airlines,1
75105,Eastlake, Health & Medical,1
75106,Glendale, Mobile Home Dealers,1
75107,Toronto, Trinidadian,1
75108,North Las Vegas, Adult Education,1
75109,N. Las Vegas, Landscaping,1
75110,Sun City, Herbs & Spices,1
75111,East Gwillimbury,Home Services,1
75112,Saint-Laurent,Pet Services,1
75113,Munhall, Sports Bars,1
75114,Swissvale, Nightlife,1
75115,Chagrin Falls,Art Galleries,1
75116,Solon, Lounges,1
75117,Concord, Packing Supplies,1
75118,Carefree, Hair Extensions,1
75119,Allison Park, Chiropractors,1
75120,Fort Mill,Delis,1
75121,Charlotte, Hunting & Fishing Supplies,1
75122,charlotte, Pubs,1
75123,charlotte, Restaurants,1
75124,Springfield, Building Supplies,1
75125,Garfield Heights, Fences & Gates,1
75126,Oakdale, Karaoke,1
75127,Cave Creek, Fruits & Veggies,1
75128,Central City,Fast Food,1
75129,Montréal-Ouest, Chinese,1
75130,Surprise,Men's Hair Salons,1
75131,Berea, Aerial Fitness,1
75132,Independence, Chocolatiers & Shops,1
75133,Bradford, Local Services,1
75134,Charlotte,Ticket Sales,1
75135,Munhall,Public Services & Government,1
75136,Bethel Park, Dance Studios,1
75137,Ajax, Jewelry,1
75138,Saint-Hyacinthe, French,1
75139,Anthem, Wine Bars,1
75140,Brecksville, Boot Camps,1
75141,Moon Township, Orthopedists,1
75142,King City,Breweries,1
75143,Boulder City, Discount Store,1
75144,Brossard,Seafood,1
75145,North Huntingdon, Towing,1
75146,Mc Murray, Home Cleaning,1
75147,Ambridge,Museums,1
75148,henderson, Home & Garden,1
75149,Carefree, Appliances,1
75150,Richmond Hill, Insurance,1
75151,Cave Creek, Nail Technicians,1
75152,Charlotte, Conveyor Belt Sushi,1
75153,Copley,Elementary Schools,1
75154,Laval,Baby Gear & Furniture,1
75155,Hinckley, Wine Tasting Room,1
75156,Cross Plains, Venues & Event Spaces,1
75157,Moreland Hills, Massage Therapy,1
75158,Ft. Mill, Sports Bars,1
75159,Brook Park,Hot Dogs,1
75160,Highland Hts, Shoe Stores,1
75161,Pointe-aux-Trembles, Bakeries,1
75162,Norval, Bars,1
75163,North York, Recreation Centers,1
75164,Rocky River, Breweries,1
75165,Mount Lebanon,Women's Clothing,1
75166,Pittsburgh, Homeowner Association,1
75167,Sainte-Anne-De-Bellevue, Amusement Parks,1
75168,Stow,Salad,1
75169,New Tecumseth, Italian,1
75170,Vaughan, Swimming Lessons/Schools,1
75171,Montreal,Sandwiches,1
75172,SUN PRAIRIE, Home Services,1
75173,Northfield Center, Pharmacy,1
75174,Mentor,Formal Wear,1
75175,Brampton,Landscaping,1
75176,Phoenix,Water Suppliers,1
75177,Northfield,Sewing & Alterations,1
75178,York, Japanese,1
75179,Boisbriand,Burgers,1
75180,North Olmsted, Hardware Stores,1
75181,Willoughby, Local Flavor,1
75182,Wickliffe, Cannabis Clinics,1
75183,Beachwood,Barbers,1
75184,Brunswick,Nurseries & Gardening,1
75185,Waunakee,Auto Parts & Supplies,1
75186,Don Mills, Marketing,1
75187,Goodyear, Horseback Riding,1
75188,Export, American (Traditional),1
75189,Madison,Beer Gardens,1
75190,Chandler,Cardio Classes,1
75191,Pineville, Water Heater Installation/Repair,1
75192,Communauté-Urbaine-de-Montréal, Italian,1
75193,Glenwillow, Beauty & Spas,1
75194,Paw Creek, Food,1
75195,Tempe,Korean,1
75196,Bay Village, Ice Cream & Frozen Yogurt,1
